ISM Controls,,,,,,,,,,,,,,,Scoping Considerations,,,Provider Responsibilities,,,Consumer Responsibilities,,,
Guideline,Section,Topic,Identifier,Revision,Updated,NC,OS,P,S,TS,ML1,ML2,ML3,Description,"Administration
Environment","Cloud Production -
Common Controls ","Cloud Production -
Service Specific","Provider
Responsibility","Implementation
Status","Implementation
Comments","Consumer
Responsibility","Consumer Implementation
Required","Consumer Configuration
Required","Consumer
Guidance"
Guidelines for procurement and outsourcing,Cyber supply chain risk management,Cyber supply chain risk management activities,ISM-1452,6,Jun-25,Yes,Yes,Yes,Yes,Yes,No,No,No,"A supply chain risk assessment is performed for suppliers of operating systems, applications, IT equipment, OT equipment and services in order to assess the impact to a system’s security risk profile.",Not applicable as it relates to the governance of the CSP and should be captured by the common controls,Applicable to contractual arrangements between the CSP and their customers as well as the CSP and their outsourced third-party providers,Applicable if different per system or service,,Not Assessed,,,Not Assessed,Not Assessed,
Guidelines for procurement and outsourcing,Cyber supply chain risk management,Cyber supply chain risk management activities,ISM-1567,2,Sep-22,Yes,Yes,Yes,Yes,Yes,No,No,No,Suppliers identified as high risk by a cyber supply chain risk assessment are not used.,Not applicable as it relates to the governance of the CSP and should be captured by the common controls,Applicable to contractual arrangements between the CSP and their customers as well as the CSP and their outsourced third-party providers,Applicable if different per system or service,,Not Assessed,,,Not Assessed,Not Assessed,
Guidelines for procurement and outsourcing,Cyber supply chain risk management,Cyber supply chain risk management activities,ISM-1568,7,Jun-25,Yes,Yes,Yes,Yes,Yes,No,No,No,"Operating systems, applications, IT equipment, OT equipment and services are procured from suppliers that have demonstrated a commitment to the security of their products and services.",Not applicable as it relates to the governance of the CSP and should be captured by the common controls,Applicable to contractual arrangements between the CSP and their customers as well as the CSP and their outsourced third-party providers,Applicable if different per system or service,,Not Assessed,,,Not Assessed,Not Assessed,
Guidelines for procurement and outsourcing,Cyber supply chain risk management,Cyber supply chain risk management activities,ISM-1882,3,Jun-25,Yes,Yes,Yes,Yes,Yes,No,No,No,"Operating systems, applications, IT equipment, OT equipment and services are procured from suppliers that have demonstrated a commitment to transparency for their products and services.",Not applicable as it relates to the governance of the CSP and should be captured by the common controls,Applicable to contractual arrangements between the CSP and their customers as well as the CSP and their outsourced third-party providers,Applicable if different per system or service,,Not Assessed,,,Not Assessed,Not Assessed,
Guidelines for procurement and outsourcing,Cyber supply chain risk management,Cyber supply chain risk management activities,ISM-1632,6,Jun-25,Yes,Yes,Yes,Yes,Yes,No,No,No,"Operating systems, applications, IT equipment, OT equipment and services are procured from suppliers that have a strong track record of maintaining the security of their own systems.",Not applicable as it relates to the governance of the CSP and should be captured by the common controls,Applicable to contractual arrangements between the CSP and their customers as well as the CSP and their outsourced third-party providers,Applicable if different per system or service,,Not Assessed,,,Not Assessed,Not Assessed,
Guidelines for procurement and outsourcing,Cyber supply chain risk management,Cyber supply chain risk management activities,ISM-1569,2,Sep-22,Yes,Yes,Yes,Yes,Yes,No,No,No,"A shared responsibility model is created, documented and shared between suppliers and their customers in order to articulate the security responsibilities of each party.",Not applicable as it relates to the governance of the CSP and should be captured by the common controls,Applicable to contractual arrangements between the CSP and their customers as well as the CSP and their outsourced third-party providers,Applicable if different per system or service,,Not Assessed,,,Not Assessed,Not Assessed,
Guidelines for procurement and outsourcing,Cyber supply chain risk management,Supplier relationship management,ISM-1785,1,Dec-22,Yes,Yes,Yes,Yes,Yes,No,No,No,"A supplier relationship management policy is developed, implemented and maintained.",Not applicable as it relates to the governance of the CSP and should be captured by the common controls,Applicable to contractual arrangements between the CSP and their customers as well as the CSP and their outsourced third-party providers,Applicable if different per system or service,,Not Assessed,,,Not Assessed,Not Assessed,
Guidelines for procurement and outsourcing,Cyber supply chain risk management,Supplier relationship management,ISM-1786,1,Dec-22,Yes,Yes,Yes,Yes,Yes,No,No,No,"An approved supplier list is developed, implemented and maintained.",Not applicable as it relates to the governance of the CSP and should be captured by the common controls,Applicable to contractual arrangements between the CSP and their customers as well as the CSP and their outsourced third-party providers,Applicable if different per system or service,,Not Assessed,,,Not Assessed,Not Assessed,
Guidelines for procurement and outsourcing,Cyber supply chain risk management,"Sourcing operating systems, applications, IT equipment, OT equipment and services",ISM-1787,3,Jun-25,Yes,Yes,Yes,Yes,Yes,No,No,No,"Operating systems, applications, IT equipment, OT equipment and services are sourced from approved suppliers.",Not applicable as it relates to the governance of the CSP and should be captured by the common controls,Applicable to contractual arrangements between the CSP and their customers as well as the CSP and their outsourced third-party providers,Applicable if different per system or service,,Not Assessed,,,Not Assessed,Not Assessed,
Guidelines for procurement and outsourcing,Cyber supply chain risk management,"Sourcing operating systems, applications, IT equipment, OT equipment and services",ISM-1788,3,Jun-25,Yes,Yes,Yes,Yes,Yes,No,No,No,"Multiple potential suppliers are identified for sourcing critical operating systems, applications, IT equipment, OT equipment and services.",Not applicable as it relates to the governance of the CSP and should be captured by the common controls,Applicable to contractual arrangements between the CSP and their customers as well as the CSP and their outsourced third-party providers,Applicable if different per system or service,,Not Assessed,,,Not Assessed,Not Assessed,
Guidelines for procurement and outsourcing,Cyber supply chain risk management,"Sourcing operating systems, applications, IT equipment, OT equipment and services",ISM-1789,2,Jun-24,Yes,Yes,Yes,Yes,Yes,No,No,No,Sufficient spares of critical IT equipment and OT equipment are sourced and kept in reserve.,Not applicable as it relates to the governance of the CSP and should be captured by the common controls,Applicable to contractual arrangements between the CSP and their customers as well as the CSP and their outsourced third-party providers,Applicable if different per system or service,,Not Assessed,,,Not Assessed,Not Assessed,
